applicant_age,education,home_ownership,annual_income,employment_years,credit_history_years,credit_score,previous_defaults,loan_purpose,loan_amount,loan_term_months,monthly_debt,debt_to_income,interest_rate,defaulted
31,Not Graduate,Own,42092.0,4.3,4.4,670.0,0,Debt Consolidation,6266.0,36,625.0,0.178,11.97,0
21,Graduate,Own,33830.0,2.0,1.0,643.0,0,Business,30296.0,36,942.0,0.334,11.5,0
36,Graduate,Mortgage,28894.0,6.7,8.0,621.0,0,Home Improvement,43728.0,60,174.0,0.072,13.64,1
26,Not Graduate,Mortgage,36060.0,,1.5,584.0,0,Debt Consolidation,16011.0,48,820.0,0.273,14.57,0
32,Not Graduate,Mortgage,44349.0,15.9,9.1,759.0,0,Medical,16416.0,24,1590.0,0.43,8.36,0
28,Graduate,Own,59453.0,5.9,3.2,608.0,1,Business,28740.0,72,1413.0,0.285,15.33,1
37,Graduate,Rent,20366.0,,8.4,698.0,0,Home Improvement,37981.0,48,1172.0,0.691,12.94,0
21,Post Graduate,Mortgage,33116.0,2.6,1.0,508.0,1,Vehicle,23205.0,24,424.0,0.154,20.07,1
22,Post Graduate,Rent,121195.0,8.4,1.3,737.0,0,Home Improvement,28645.0,36,3123.0,0.309,10.23,0
61,Post Graduate,Rent,66939.0,11.6,17.3,679.0,0,Vehicle,28852.0,36,2154.0,0.386,13.17,0
24,Graduate,Mortgage,56892.0,8.8,1.1,630.0,1,Medical,17390.0,48,303.0,0.064,13.7,1
26,Not Graduate,Own,25632.0,9.9,1.9,544.0,1,Education,71632.0,48,875.0,0.41,18.27,1
58,Not Graduate,Own,46610.0,7.9,10.9,589.0,1,Debt Consolidation,16092.0,72,652.0,0.168,17.77,0
68,Graduate,Mortgage,48096.0,4.9,16.1,772.0,0,Debt Consolidation,41632.0,12,1634.0,0.408,8.57,0
25,Graduate,Rent,43116.0,3.5,2.8,674.0,0,Medical,46781.0,36,787.0,0.219,10.6,0
34,Post Graduate,Rent,37761.0,3.9,7.3,679.0,0,Debt Consolidation,26211.0,24,1348.0,0.428,11.36,0
42,Graduate,Rent,38530.0,16.1,6.3,638.0,0,Vehicle,29245.0,12,1208.0,0.376,13.58,1
57,Not Graduate,Rent,113432.0,7.1,22.8,716.0,0,Business,51114.0,60,3746.0,0.396,9.43,1
27,Not Graduate,Mortgage,39906.0,12.2,1.5,707.0,0,Home Improvement,23059.0,60,1105.0,0.332,10.82,0
35,Not Graduate,Mortgage,66628.0,4.4,11.4,605.0,0,Business,13457.0,72,1189.0,0.214,13.78,0
47,Graduate,Own,52137.0,9.6,14.6,685.0,0,Vehicle,24658.0,48,991.0,0.228,11.52,0
43,Not Graduate,Rent,40583.0,3.4,12.8,633.0,0,Debt Consolidation,69926.0,36,1051.0,0.311,11.17,1
34,Graduate,Own,42779.0,5.4,5.1,618.0,0,Business,52207.0,36,416.0,0.117,10.46,1
37,Not Graduate,Rent,85569.0,4.7,8.6,626.0,1,Medical,24197.0,48,1322.0,0.185,14.04,0
23,Graduate,Mortgage,67365.0,15.1,1.4,,1,Debt Consolidation,,48,1295.0,0.231,15.75,0
35,Not Graduate,Own,32736.0,3.8,11.8,605.0,0,Debt Consolidation,26123.0,12,570.0,0.209,12.34,0
35,Not Graduate,Rent,39113.0,9.0,3.4,670.0,0,Vehicle,28745.0,60,1178.0,0.361,10.55,0
41,Graduate,Mortgage,92425.0,8.1,9.9,784.0,0,Medical,18295.0,72,2848.0,0.37,8.58,0
32,Graduate,Mortgage,15877.0,2.7,8.2,550.0,0,Debt Consolidation,36777.0,60,573.0,0.433,16.27,1
43,Not Graduate,Rent,53706.0,12.3,12.2,719.0,0,Education,21060.0,36,1486.0,0.332,11.08,0
49,Graduate,Own,72542.0,13.1,15.7,768.0,0,Debt Consolidation,23780.0,36,2303.0,0.381,7.21,0
40,Graduate,,40644.0,7.2,15.3,704.0,0,Debt Consolidation,45864.0,60,369.0,0.109,9.49,0
42,Graduate,Rent,61057.0,6.5,9.2,612.0,1,Home Improvement,25416.0,36,1604.0,0.315,17.5,1
39,Post Graduate,Rent,91391.0,1.8,3.4,676.0,0,Debt Consolidation,38595.0,36,552.0,0.072,10.08,0
38,Not Graduate,Mortgage,26837.0,2.5,13.9,682.0,0,Business,54528.0,48,267.0,0.119,9.79,1
30,Graduate,Mortgage,83189.0,5.3,2.0,713.0,0,Debt Consolidation,27114.0,12,2045.0,0.295,11.22,0
41,Post Graduate,Own,83338.0,3.4,14.5,645.0,0,Medical,19136.0,24,1412.0,0.203,13.48,0
37,Graduate,Own,53165.0,10.4,4.6,675.0,0,Education,13686.0,12,1795.0,0.405,11.4,0
61,Graduate,Own,59708.0,2.4,7.9,678.0,0,Debt Consolidation,15475.0,36,2224.0,0.447,11.59,0
55,Graduate,Own,78295.0,2.2,14.2,595.0,1,Vehicle,39538.0,36,2586.0,0.396,17.61,0
42,Graduate,Rent,161499.0,8.5,16.1,,0,Medical,32093.0,60,3875.0,0.288,6.38,0
30,Graduate,Rent,74942.0,7.7,2.0,717.0,0,Debt Consolidation,16409.0,24,613.0,0.098,9.45,0
26,Not Graduate,Mortgage,67259.0,6.9,2.1,650.0,0,Vehicle,35173.0,36,547.0,0.098,11.7,0
51,Graduate,Mortgage,62136.0,9.6,11.1,719.0,0,Debt Consolidation,31856.0,12,818.0,0.158,9.27,0
41,Not Graduate,Mortgage,109896.0,4.2,5.1,694.0,0,Debt Consolidation,47313.0,36,1572.0,0.172,11.37,0
43,Graduate,Rent,29446.0,4.9,5.5,588.0,0,Business,125634.0,12,819.0,0.334,16.32,1
21,Graduate,,26060.0,7.6,1.0,659.0,0,Debt Consolidation,38799.0,36,332.0,0.153,10.27,0
48,Graduate,Own,61014.0,,17.5,693.0,1,Home Improvement,19343.0,60,774.0,0.152,12.98,0
43,Not Graduate,Rent,62857.0,3.6,8.7,635.0,0,Education,,72,472.0,0.09,11.88,0
26,Not Graduate,Rent,14661.0,11.3,2.0,601.0,1,Vehicle,15946.0,36,0.0,0.0,13.05,1
33,Graduate,Mortgage,56866.0,2.8,2.7,659.0,0,Debt Consolidation,95968.0,36,251.0,0.053,9.88,1
41,Graduate,Mortgage,52511.0,5.1,8.6,512.0,1,Debt Consolidation,14407.0,60,332.0,0.076,17.51,1
39,Graduate,Own,79608.0,2.9,7.1,639.0,0,Business,48596.0,48,526.0,0.079,12.9,0
35,Not Graduate,Rent,56641.0,20.0,11.5,690.0,1,Debt Consolidation,28312.0,36,1245.0,0.264,11.53,0
37,Graduate,Own,,6.6,5.5,572.0,0,Vehicle,22527.0,60,661.0,0.314,13.27,0
35,Not Graduate,Rent,28725.0,3.3,6.6,539.0,1,Home Improvement,21761.0,36,600.0,0.251,17.6,1
40,Graduate,Rent,39614.0,4.8,12.3,666.0,0,Medical,49047.0,72,668.0,0.202,10.88,1
54,Graduate,Own,79422.0,7.5,13.1,676.0,1,Home Improvement,38621.0,60,2509.0,0.379,14.91,0
21,Not Graduate,,55279.0,10.3,1.0,614.0,1,Debt Consolidation,26009.0,72,1433.0,0.311,15.85,1
35,Graduate,Mortgage,43074.0,3.5,9.7,729.0,0,Debt Consolidation,73329.0,24,1462.0,0.407,11.01,0
40,Graduate,Own,60782.0,13.5,4.1,668.0,0,Business,35769.0,36,1019.0,0.201,10.89,0
41,Post Graduate,Rent,45286.0,6.4,15.3,693.0,0,Medical,34743.0,36,1763.0,0.467,10.44,0
34,Graduate,Rent,143249.0,8.6,5.8,812.0,0,Business,18268.0,60,1358.0,0.114,7.29,0
21,Graduate,Mortgage,73752.0,4.5,1.0,712.0,0,Debt Consolidation,13935.0,36,3092.0,0.503,10.65,0
42,Graduate,Rent,81128.0,12.1,13.8,792.0,0,Home Improvement,41788.0,24,2246.0,0.332,8.35,0
57,Not Graduate,Rent,86778.0,7.9,24.4,677.0,1,Debt Consolidation,33504.0,36,1160.0,0.16,12.2,0
21,Not Graduate,Own,73781.0,4.3,1.0,709.0,0,Education,92107.0,36,733.0,0.119,10.2,0
48,Graduate,Rent,57768.0,4.9,11.4,651.0,0,Debt Consolidation,19189.0,60,802.0,0.167,12.08,0
34,Post Graduate,Own,67079.0,10.5,10.5,714.0,0,Education,41013.0,72,1693.0,0.303,10.37,0
37,Not Graduate,Own,83389.0,8.3,10.3,750.0,0,Business,33355.0,36,3116.0,0.448,10.15,0
26,Post Graduate,Rent,73777.0,5.2,3.1,659.0,1,Vehicle,45095.0,12,2509.0,0.408,14.21,0
34,Not Graduate,Mortgage,33339.0,10.2,7.0,689.0,0,Home Improvement,43167.0,60,1320.0,0.475,10.09,0
52,Post Graduate,Own,176636.0,7.4,18.2,850.0,0,Debt Consolidation,27858.0,36,2976.0,0.202,5.5,0
44,Not Graduate,Own,30650.0,1.6,14.4,650.0,0,Medical,15433.0,36,515.0,0.202,13.22,0
57,Graduate,Rent,26092.0,5.9,8.3,669.0,0,Medical,19245.0,36,776.0,0.357,12.02,1
51,Graduate,Own,89032.0,10.4,12.2,840.0,0,Home Improvement,15336.0,36,1244.0,0.168,5.5,0
43,Not Graduate,Rent,33607.0,15.8,11.9,732.0,0,Vehicle,34566.0,24,437.0,0.156,9.15,1
57,Graduate,Own,69272.0,3.1,24.0,746.0,0,Medical,4948.0,48,941.0,0.163,9.48,0
43,Not Graduate,Rent,105799.0,10.0,15.1,717.0,0,Debt Consolidation,20545.0,72,1960.0,0.222,9.41,0
47,Graduate,Mortgage,30679.0,6.4,15.3,635.0,0,Business,62778.0,60,1031.0,0.403,11.85,1
35,Not Graduate,Rent,45850.0,2.7,8.3,646.0,0,Business,61958.0,60,517.0,0.135,11.94,1
39,Graduate,Mortgage,111028.0,2.9,7.9,779.0,0,Education,11653.0,36,444.0,0.048,7.08,0
30,Post Graduate,Mortgage,99083.0,3.2,7.1,685.0,0,Vehicle,38972.0,72,549.0,0.066,10.25,1
49,Graduate,Own,52527.0,2.2,22.2,728.0,0,Home Improvement,15098.0,48,1399.0,0.32,9.27,0
25,Graduate,Rent,166912.0,2.6,3.6,803.0,0,Business,31009.0,36,2947.0,0.212,7.02,1
47,Not Graduate,Rent,44741.0,6.5,19.9,715.0,0,Vehicle,43100.0,36,878.0,0.235,9.6,0
36,Not Graduate,Mortgage,55834.0,1.5,12.2,669.0,0,Home Improvement,16542.0,60,1384.0,0.297,11.29,0
51,Not Graduate,Own,98102.0,3.6,9.6,706.0,0,Debt Consolidation,61995.0,60,776.0,0.095,9.15,0
46,Post Graduate,Own,113351.0,5.0,13.2,650.0,1,Vehicle,32575.0,48,3510.0,0.372,14.8,0
58,Graduate,,103236.0,3.6,19.8,788.0,0,Business,49247.0,36,1376.0,0.16,7.23,0
46,Not Graduate,Mortgage,31156.0,2.4,12.8,577.0,1,Education,51148.0,36,1100.0,0.424,16.86,1
21,Graduate,Rent,98981.0,6.3,1.0,674.0,0,Business,62309.0,48,3356.0,0.407,12.36,1
37,Not Graduate,Rent,50406.0,,6.6,673.0,0,Vehicle,43993.0,36,755.0,0.18,11.46,1
25,Graduate,Rent,40717.0,3.7,1.4,783.0,0,Debt Consolidation,19697.0,36,1296.0,0.382,8.82,0
32,Graduate,Own,62936.0,5.7,4.3,672.0,0,Business,20725.0,12,476.0,0.091,11.16,1
55,Not Graduate,Mortgage,50877.0,8.9,9.5,759.0,0,Home Improvement,24215.0,60,1191.0,0.281,9.97,0
45,Not Graduate,Mortgage,108249.0,4.1,11.0,568.0,1,Vehicle,36714.0,36,3353.0,0.372,18.23,1
30,Graduate,Rent,67615.0,4.2,2.5,666.0,0,Debt Consolidation,13946.0,36,600.0,0.106,13.13,0
27,Post Graduate,Rent,51303.0,2.7,1.7,690.0,0,Debt Consolidation,38971.0,60,1457.0,0.341,12.39,1
38,Not Graduate,Mortgage,29626.0,10.3,8.4,593.0,1,Vehicle,34751.0,36,496.0,0.201,16.85,1
25,Graduate,Own,55752.0,6.3,2.8,571.0,1,Medical,20985.0,36,665.0,0.143,14.88,0
31,Not Graduate,Rent,25481.0,10.0,6.3,652.0,0,Business,39496.0,36,481.0,0.227,12.84,0
41,Graduate,Rent,41278.0,10.9,5.0,,0,Business,39574.0,60,513.0,0.149,10.39,0
51,Graduate,Own,51027.0,4.1,24.9,803.0,0,Business,48678.0,36,645.0,0.152,6.3,0
45,Not Graduate,Mortgage,38627.0,17.7,6.4,739.0,0,Home Improvement,42639.0,36,480.0,0.149,6.33,0
21,Graduate,Mortgage,78993.0,9.5,1.0,611.0,1,Education,137213.0,36,2679.0,0.407,13.59,1
41,Graduate,Rent,40863.0,6.7,15.7,603.0,1,Medical,25452.0,48,1346.0,0.395,16.06,0
39,Not Graduate,Mortgage,15368.0,4.3,14.2,489.0,2,Debt Consolidation,19846.0,48,708.0,0.553,22.36,1
43,Graduate,Rent,26673.0,3.9,11.7,612.0,0,Medical,8129.0,36,1018.0,0.458,12.93,0
56,Not Graduate,Mortgage,46329.0,6.2,12.9,677.0,0,Debt Consolidation,13038.0,48,1146.0,0.297,11.92,0
21,Not Graduate,Rent,35864.0,7.1,1.0,632.0,0,Vehicle,18647.0,48,1111.0,0.372,12.19,0
31,Graduate,Rent,32647.0,1.2,6.3,584.0,0,Debt Consolidation,41324.0,60,445.0,0.164,12.25,0
44,Not Graduate,Own,112741.0,,16.5,733.0,1,Debt Consolidation,22761.0,36,4264.0,0.454,14.38,0
21,Graduate,Rent,82697.0,7.0,1.0,647.0,1,Debt Consolidation,35373.0,72,1253.0,0.182,14.32,0
54,Not Graduate,Rent,45490.0,7.9,26.0,622.0,1,Debt Consolidation,18909.0,48,1436.0,0.379,15.16,1
42,Graduate,Own,63258.0,5.7,17.0,719.0,0,Business,49050.0,60,1929.0,0.366,8.81,0
47,Post Graduate,Mortgage,64702.0,7.8,17.6,610.0,1,Home Improvement,45699.0,36,2742.0,0.509,15.72,1
32,Graduate,Mortgage,32396.0,3.9,9.4,555.0,1,Vehicle,22670.0,36,320.0,0.119,15.98,0
47,Not Graduate,Rent,74263.0,7.7,12.7,751.0,0,Education,35927.0,48,1016.0,0.164,7.64,0
50,Graduate,Rent,83541.0,7.1,9.1,743.0,0,Education,22198.0,48,1794.0,0.258,8.63,0
41,Graduate,Own,23393.0,10.8,12.6,575.0,1,Business,19391.0,36,1056.0,0.542,16.78,0
41,Graduate,Own,63063.0,13.9,12.6,741.0,0,Medical,31448.0,60,2046.0,0.389,8.75,0
41,Not Graduate,Rent,54346.0,11.0,10.4,699.0,0,Debt Consolidation,35490.0,36,287.0,0.063,7.67,0
29,Post Graduate,Mortgage,63075.0,5.2,3.1,635.0,0,Business,52918.0,48,2366.0,0.45,11.55,1
36,Graduate,Mortgage,146352.0,2.8,9.3,780.0,0,Debt Consolidation,47836.0,36,2749.0,0.225,5.84,0
36,Graduate,Rent,139377.0,3.6,4.7,788.0,0,Debt Consolidation,24665.0,36,4895.0,0.421,7.56,0
42,Graduate,Mortgage,48056.0,13.7,14.6,727.0,0,Education,25685.0,36,1370.0,0.342,9.63,0
49,Graduate,Own,51520.0,6.4,22.1,642.0,0,Debt Consolidation,24181.0,36,2051.0,0.478,14.13,0
26,Post Graduate,Rent,62551.0,7.2,1.7,686.0,0,Debt Consolidation,34198.0,48,1919.0,0.368,11.99,0
37,Post Graduate,Own,55368.0,10.0,12.0,706.0,0,Medical,21488.0,24,1702.0,0.369,11.52,0
54,Post Graduate,Rent,48171.0,6.2,10.4,600.0,0,Debt Consolidation,30311.0,36,865.0,0.215,13.44,1
30,Graduate,Rent,71545.0,11.9,5.0,679.0,0,Education,19028.0,36,1781.0,0.299,12.15,0
29,Graduate,Mortgage,137675.0,2.5,7.0,718.0,1,Business,21697.0,36,3189.0,0.278,9.4,1
40,Not Graduate,Own,93816.0,8.2,4.7,714.0,1,Vehicle,17158.0,24,1946.0,0.249,12.42,0
47,Graduate,Rent,81237.0,16.1,6.4,673.0,0,Home Improvement,35565.0,60,1011.0,0.149,10.85,1
38,Not Graduate,Own,15809.0,,14.3,710.0,0,Debt Consolidation,27624.0,24,215.0,0.163,10.72,1
53,Graduate,Mortgage,24611.0,12.9,9.3,590.0,0,Vehicle,21559.0,48,484.0,0.236,11.28,1
47,Graduate,Own,91938.0,2.4,10.8,709.0,1,Business,54992.0,36,2649.0,0.346,13.42,0
47,Post Graduate,Mortgage,151082.0,7.0,12.8,805.0,0,Debt Consolidation,63058.0,24,3060.0,0.243,5.5,0
44,Graduate,Mortgage,73071.0,5.7,4.4,664.0,0,Home Improvement,21544.0,36,737.0,0.121,12.3,0
64,Post Graduate,Rent,63535.0,3.5,13.2,712.0,0,Home Improvement,15581.0,24,2109.0,0.398,9.84,0
36,Graduate,Mortgage,104667.0,7.1,11.4,714.0,0,Business,64211.0,24,3864.0,0.443,11.38,0
21,Graduate,Mortgage,79947.0,2.8,1.0,706.0,0,Business,38507.0,36,482.0,0.072,9.26,0
56,Graduate,Mortgage,95021.0,7.8,15.6,678.0,1,Debt Consolidation,25569.0,60,3375.0,0.426,15.02,0
33,Graduate,Rent,24700.0,3.4,8.0,475.0,0,Education,49502.0,36,441.0,0.214,18.31,1
39,Not Graduate,Rent,54505.0,7.6,7.4,650.0,0,Vehicle,24480.0,48,1565.0,0.345,14.4,0
52,Graduate,Rent,126571.0,3.7,14.7,715.0,1,Business,47500.0,24,4600.0,0.436,11.86,1
21,Not Graduate,Own,59213.0,5.1,1.0,639.0,1,Vehicle,30889.0,60,731.0,0.148,12.74,1
24,Post Graduate,Mortgage,111700.0,4.8,2.7,748.0,0,Debt Consolidation,168464.0,36,4105.0,0.441,9.01,0
21,Graduate,Mortgage,57894.0,5.7,1.0,638.0,1,Medical,21540.0,24,1547.0,0.321,15.47,1
29,Graduate,,59739.0,,4.7,641.0,0,Vehicle,47347.0,36,2200.0,0.442,14.22,1
43,Graduate,Rent,107059.0,4.8,16.6,722.0,1,Home Improvement,24640.0,72,1386.0,0.155,9.59,1
44,Not Graduate,,34549.0,3.1,13.5,692.0,0,Debt Consolidation,36226.0,48,553.0,0.192,9.51,1
41,Not Graduate,Mortgage,33061.0,11.2,8.3,603.0,0,Business,34280.0,24,1033.0,0.375,14.79,0
22,Graduate,Own,45927.0,6.2,1.0,699.0,0,Debt Consolidation,43804.0,24,1000.0,0.261,11.91,0
21,Not Graduate,Mortgage,47198.0,7.2,1.0,600.0,1,Education,26833.0,60,1475.0,0.375,15.6,1
39,Graduate,Rent,27597.0,4.8,15.1,649.0,0,Vehicle,37307.0,60,580.0,0.252,10.68,0
33,Graduate,Rent,79140.0,20.3,7.8,744.0,0,Business,25193.0,24,224.0,0.034,8.93,0
43,Graduate,Mortgage,52896.0,6.5,10.0,642.0,0,Debt Consolidation,18249.0,36,1313.0,0.298,10.8,1
46,Post Graduate,Rent,107047.0,11.5,10.7,796.0,0,Debt Consolidation,10045.0,12,3093.0,0.347,8.17,0
40,Graduate,Rent,21948.0,5.1,15.2,668.0,0,Education,34586.0,24,185.0,0.101,8.44,1
46,Graduate,Own,83775.0,8.3,10.7,755.0,0,Education,19792.0,24,2145.0,0.307,8.68,0
41,Graduate,Own,103943.0,5.5,13.9,758.0,0,Debt Consolidation,94610.0,36,2510.0,0.29,8.23,0
44,Not Graduate,Mortgage,56891.0,10.5,17.2,730.0,0,Home Improvement,21812.0,12,1723.0,0.363,9.11,0
30,Graduate,Mortgage,57729.0,4.5,7.6,666.0,0,Debt Consolidation,56135.0,60,907.0,0.189,12.92,0
36,Graduate,Mortgage,84065.0,2.9,6.7,677.0,1,Home Improvement,53072.0,36,1336.0,0.191,12.67,1
40,Graduate,Rent,100926.0,7.2,13.4,781.0,0,Business,33350.0,36,2824.0,0.336,7.86,0
47,Not Graduate,Own,59093.0,10.9,10.5,715.0,0,Debt Consolidation,18860.0,72,958.0,0.195,9.37,0
34,Graduate,Mortgage,74529.0,5.6,11.0,706.0,0,Home Improvement,26263.0,36,2168.0,0.349,9.89,0
44,Post Graduate,Own,153658.0,4.4,4.5,715.0,0,Home Improvement,52796.0,12,2245.0,0.175,11.56,0
35,Graduate,Mortgage,80219.0,2.5,8.2,618.0,0,Business,134205.0,36,2660.0,0.398,13.64,0
37,Graduate,Own,39731.0,11.0,8.6,592.0,1,Medical,11759.0,36,93.0,0.028,16.96,0
47,Post Graduate,Rent,128907.0,3.5,20.0,848.0,0,Education,28506.0,36,2780.0,0.259,5.5,0
21,Not Graduate,Own,44173.0,4.7,1.0,545.0,1,Debt Consolidation,20282.0,36,433.0,0.118,17.03,0
24,Graduate,Mortgage,57813.0,4.7,1.0,635.0,0,Vehicle,23180.0,36,1317.0,0.273,12.32,0
22,Not Graduate,Rent,49003.0,5.9,1.4,616.0,0,Vehicle,72314.0,48,1265.0,0.31,12.81,1
21,Not Graduate,Rent,72225.0,8.3,1.0,638.0,0,Debt Consolidation,18522.0,60,1589.0,0.264,12.48,1
31,Graduate,Mortgage,125114.0,17.0,4.3,683.0,1,Vehicle,11683.0,36,1665.0,0.16,14.22,0
46,Not Graduate,Rent,47218.0,7.3,6.4,683.0,0,Medical,25917.0,48,1701.0,0.432,13.37,0
35,Not Graduate,Rent,101785.0,2.5,11.5,,0,Debt Consolidation,34849.0,60,524.0,0.062,8.98,0
40,Graduate,Mortgage,61332.0,5.7,11.7,603.0,1,Education,22436.0,36,1719.0,0.336,14.57,1
50,Not Graduate,Mortgage,87774.0,7.4,18.7,655.0,1,Debt Consolidation,19443.0,24,3098.0,0.424,15.05,0
53,Graduate,Own,62274.0,12.0,24.9,690.0,1,Education,30890.0,36,2344.0,0.452,13.03,1
37,Graduate,Mortgage,45634.0,11.2,12.2,641.0,1,Vehicle,13461.0,36,1600.0,0.421,14.11,1
53,Post Graduate,Mortgage,173131.0,5.6,15.5,766.0,0,Business,48150.0,60,1933.0,0.134,8.26,0
39,Not Graduate,Own,35846.0,6.4,5.4,620.0,0,Education,23359.0,60,1427.0,0.478,12.98,0
29,Not Graduate,Rent,34783.0,6.9,5.5,577.0,1,Debt Consolidation,60649.0,60,328.0,0.113,15.99,1
31,Not Graduate,Mortgage,26538.0,6.4,6.6,662.0,0,Education,33696.0,36,635.0,0.287,12.46,1
22,Not Graduate,Rent,82605.0,5.7,1.0,702.0,0,Medical,21314.0,36,604.0,0.088,10.29,0
28,Graduate,Mortgage,112033.0,14.1,6.0,807.0,0,Debt Consolidation,24926.0,36,1985.0,0.213,5.5,0
34,Post Graduate,Own,86230.0,3.9,5.5,648.0,0,Education,9764.0,36,2737.0,0.381,14.76,0
47,Not Graduate,,29996.0,10.1,12.3,692.0,0,Business,35662.0,72,1187.0,0.475,12.15,0
57,Not Graduate,Own,46560.0,9.1,18.8,794.0,0,Home Improvement,25291.0,24,720.0,0.186,6.81,0
23,Graduate,Own,49703.0,5.6,2.3,661.0,0,Home Improvement,29094.0,36,1124.0,0.271,10.43,0
42,Graduate,Mortgage,35821.0,3.8,6.4,650.0,0,Home Improvement,25472.0,36,1202.0,0.403,12.03,0
27,Graduate,Rent,45707.0,6.2,2.9,679.0,0,Business,83757.0,60,1039.0,0.273,10.87,1
43,Graduate,Mortgage,71509.0,8.5,11.5,623.0,1,Education,24394.0,48,2857.0,0.479,16.03,0
37,Graduate,Rent,43377.0,0.6,13.9,625.0,0,Home Improvement,17780.0,12,650.0,0.18,13.07,0
21,Not Graduate,Mortgage,53254.0,2.8,1.0,654.0,0,Home Improvement,11321.0,48,710.0,0.16,11.19,0
48,Post Graduate,Mortgage,32778.0,1.0,12.2,579.0,0,Education,22131.0,36,570.0,0.209,16.04,1
31,Graduate,Rent,121253.0,7.2,8.6,785.0,0,Medical,,48,2718.0,0.269,7.12,0
32,Graduate,Rent,47756.0,7.0,7.2,697.0,0,Debt Consolidation,13851.0,24,1433.0,0.36,11.29,0
26,Not Graduate,Mortgage,69090.0,3.0,1.7,,1,Debt Consolidation,23826.0,36,890.0,0.155,18.8,1
31,Graduate,Mortgage,62001.0,3.6,3.2,461.0,3,Vehicle,52895.0,48,525.0,0.102,22.84,1
43,Post Graduate,Rent,87377.0,6.8,13.6,729.0,0,Debt Consolidation,47300.0,24,932.0,0.128,7.29,0
36,Graduate,Own,34221.0,2.0,7.7,560.0,2,Vehicle,13973.0,48,1073.0,0.376,19.09,1
42,Graduate,Mortgage,40447.0,8.8,4.1,645.0,1,Home Improvement,28859.0,60,448.0,0.133,14.56,0
42,Graduate,Rent,40862.0,5.2,10.3,702.0,0,Vehicle,35694.0,12,309.0,0.091,9.63,1
53,Post Graduate,Own,73737.0,5.9,25.8,799.0,0,Education,39010.0,36,2783.0,0.453,8.71,0
34,Graduate,Own,103442.0,6.2,9.2,729.0,0,Medical,56026.0,36,3375.0,0.392,8.67,0
22,Not Graduate,Rent,56756.0,2.6,1.1,594.0,1,Home Improvement,14864.0,48,2039.0,0.431,15.06,1
50,Graduate,Mortgage,37981.0,6.2,9.1,653.0,0,Education,,60,392.0,0.124,12.07,0
34,Graduate,Rent,59237.0,8.2,5.5,645.0,0,Business,,48,1133.0,0.23,12.63,0
50,Post Graduate,Mortgage,70303.0,3.8,24.5,738.0,0,Debt Consolidation,34596.0,36,2013.0,0.344,8.55,0
42,Graduate,Own,48636.0,3.5,13.2,603.0,1,Debt Consolidation,6330.0,72,58.0,0.014,13.17,0
37,Graduate,Own,56560.0,16.4,6.1,703.0,0,Vehicle,24940.0,36,2244.0,0.476,11.26,0
42,Not Graduate,Own,65856.0,3.3,14.4,700.0,0,Debt Consolidation,10611.0,60,2621.0,0.478,11.51,0
59,Post Graduate,Rent,52728.0,4.6,9.3,680.0,0,Home Improvement,28246.0,60,1008.0,0.229,9.67,0
61,Graduate,Mortgage,48745.0,12.7,17.1,755.0,0,Education,88304.0,24,1760.0,0.433,9.33,0
39,Graduate,Mortgage,88606.0,1.9,6.2,681.0,0,Business,62671.0,12,3603.0,0.488,10.68,1
40,Post Graduate,Mortgage,90030.0,5.5,15.1,687.0,0,Vehicle,14408.0,72,2246.0,0.299,10.42,0
50,Not Graduate,,83046.0,8.1,19.5,780.0,0,Debt Consolidation,22466.0,36,589.0,0.085,5.5,0
29,Post Graduate,Rent,139106.0,5.7,4.5,811.0,0,Education,17337.0,48,1175.0,0.101,5.67,0
42,Not Graduate,Rent,25319.0,1.7,9.7,650.0,0,Business,77817.0,12,460.0,0.218,11.31,1
38,Not Graduate,Mortgage,53172.0,2.8,13.1,634.0,0,Debt Consolidation,8425.0,60,1846.0,0.417,15.05,0
41,Graduate,Rent,45316.0,1.5,6.4,645.0,0,Debt Consolidation,22213.0,36,1412.0,0.374,13.3,1
29,Graduate,Own,33209.0,5.3,2.1,649.0,0,Home Improvement,19281.0,48,1041.0,0.376,11.39,1
21,Not Graduate,Own,32742.0,7.4,1.0,452.0,2,Debt Consolidation,14835.0,12,1069.0,0.392,24.41,1
21,Not Graduate,Own,40790.0,3.8,1.0,535.0,1,Medical,57742.0,24,1047.0,0.308,18.07,1
26,Post Graduate,Mortgage,63852.0,4.8,2.0,667.0,0,Home Improvement,11951.0,60,672.0,0.126,11.79,1
33,Not Graduate,Own,35541.0,4.8,4.0,693.0,0,Debt Consolidation,,48,1275.0,0.43,10.14,0
35,Graduate,Mortgage,56605.0,11.5,9.6,714.0,0,Debt Consolidation,68019.0,60,624.0,0.132,10.0,0
59,Not Graduate,,140441.0,6.7,10.6,772.0,0,Debt Consolidation,26775.0,24,4168.0,0.356,10.69,1
50,Not Graduate,Own,21487.0,6.2,17.3,655.0,0,Medical,21058.0,36,665.0,0.371,13.24,1
27,Graduate,Rent,,10.5,4.4,708.0,0,Education,20052.0,60,1408.0,0.178,9.13,0
42,Not Graduate,Mortgage,46318.0,2.2,12.7,653.0,0,Debt Consolidation,28249.0,48,1641.0,0.425,14.21,0
34,Not Graduate,Own,38350.0,6.7,6.3,689.0,0,Education,22336.0,48,25.0,0.008,8.84,0
